8.061340081239148914e-01,1.255080604986746895e-01,6.973121239069376420e-01,9.316420686225895809e-01
9.434054026572473717e-01,1.418191116546135833e+00,3.672435778275332519e-01,2.361596519203382982e+00
6.635667929846612578e-01,8.814241158575792934e-01,3.077988443134060947e-02,1.544990908842240440e+00
1.064035827725817729e-02,3.749606341548070709e-01,3.155763206617058225e-01,3.856009924320652482e-01
4.415556657812055308e-01,1.450391452148477089e+00,7.738852443810178006e-01,1.891947117929682509e+00
9.792593087587715406e-01,5.682622749117813843e-01,5.817459090891926587e-01,1.547521583670552925e+00
7.246538137891094244e-01,9.828812191120706032e-02,4.840497851008539465e-01,8.229419357003164848e-01
1.736576888936337548e-01,9.473840505283865898e-01,2.159359191794999466e-01,1.121041739422020456e+00
3.827616016787103170e-01,1.301655755269467418e+00,2.244299003344154553e-01,1.684417356948177735e+00
9.366911798756809571e-01,3.296631056554617523e-01,1.860323190841901564e-01,1.266354285531142709e+00
1.440204799749267295e-02,1.539620633510079495e+00,2.072958438899845657e-01,1.554022681507572168e+00
2.163946753063739070e-01,6.818912631141675895e-01,1.778735354421522308e-01,8.982859384205414965e-01
8.899347721971336833e-01,8.658495693745673627e-01,9.283602839889260050e-02,1.755784341571700935e+00
2.616049065677504837e-01,1.150786020620093497e+00,8.896175433289803536e-01,1.412390927187844092e+00
4.644033785662552427e-01,1.195527164976806223e+00,1.362577347138005379e-02,1.659930543543061354e+00
4.760481011441752841e-02,1.149400087652409086e+00,6.323754070439281394e-01,1.197004897766826614e+00
6.960701082549797247e-01,1.316652590278255541e-01,3.147115924857731839e-01,8.277353672828052789e-01
7.193538354569569693e-01,7.953184033322395763e-01,6.981835458116220083e-01,1.514672238789196435e+00
7.278384344435910869e-01,5.577354756821939485e-01,9.898794178766727736e-01,1.285573910125785035e+00
2.415411487446892380e-01,5.685052866314570519e-01,3.674918831377512740e-01,8.100464353761462899e-01
4.395995529219155484e-01,6.527306862399222531e-01,1.131248348772855294e-01,1.092330239161837913e+00
5.177244392950045571e-01,7.518225854300297772e-01,6.883659050101853527e-02,1.269547024725034223e+00
4.624753291772742969e-02,6.060538264244303974e-01,7.737218955633788919e-01,6.523013593421578271e-01
7.884064020475693990e-01,1.900632583051161895e+00,9.182178240532934410e-02,2.689038985098731516e+00
3.876475162319988899e-01,6.421896257870294278e-01,7.646799848519993947e-01,1.029837142019028207e+00
3.208668440571318392e-01,4.010480976842509815e-01,4.610326626500607095e-01,7.219149417413828207e-01
7.932992711271654729e-01,8.546316673364051653e-02,6.692093761369977134e-02,5.878762437860805434e+00
3.234649862521558061e-01,1.428664914005846054e+00,3.836739836140179438e-02,6.752129900258001527e+00
8.521837802035169274e-01,1.258735163342526775e+00,9.908447784595112440e-01,7.110918943546043813e+00
4.793730917001182146e-01,6.481481453193962405e-01,7.115540286305814810e-01,6.127521237019514899e+00
6.623860931509377714e-01,1.390987883999200925e+00,7.969226842520394927e-01,7.053373977150138252e+00
9.197248454292257236e-01,9.758209751411262012e-01,6.068244191114029462e-01,6.895545820570351481e+00
7.615889388986242237e-01,9.846149692619123872e-01,6.937727725986231331e-01,6.746203908160536500e+00
5.408112326074443477e-02,6.503774949508966952e-01,6.385853859368504359e-01,5.704458618211641685e+00
9.070549206427523936e-01,1.271564676794144422e+00,5.364886354968482207e-01,7.178619597436897593e+00
1.974394970968407215e-02,1.210172751458968410e+00,9.103090534753977003e-02,6.229916701168653148e+00
6.462837237945296964e-01,9.110040653565119051e-01,5.957243156646363502e-02,6.557287789151041935e+00
4.244145503517996465e-01,1.184131791669402078e+00,6.107119796700397618e-01,6.608546342021201170e+00
9.112494652305646037e-01,2.320971689973894136e-02,1.568198357707726309e-01,5.934459182130304100e+00
8.142842223355121201e-01,1.739812955867390265e+00,1.344961824494383951e-02,7.554097178202902718e+00
9.193811316964984881e-01,6.325654678426611000e-01,2.570127344931597557e-01,6.551946599539159699e+00
6.878013332049770501e-02,1.915445867089924592e+00,2.701459333153846121e-01,6.984226000410422408e+00
3.559540810709742598e-01,1.787097649693538237e+00,8.837929516770783867e-01,7.143051730764512719e+00
3.856488770949338951e-01,1.084548489682114480e+00,1.960696697819115375e-01,6.470197366777048487e+00
5.797382163918467501e-01,1.253264233206591971e+00,3.088737840393322998e-01,6.833002449598438943e+00
1.729018737375548342e-01,1.811505335183899668e+00,8.809292052403366879e-01,6.984407208921454391e+00
7.377914448754211429e-01,2.325357767509677043e-01,2.537877186424950526e-01,5.970327221626389402e+00
1.820899202691157459e-01,1.220495851864887182e+00,9.402924190951728045e-01,6.402585772134003150e+00
