3.963998909512570501e-01,8.180154550314229223e-01,6.790745973859791951e-01,1.214415345982680083e+00
8.387720917923345842e-01,9.336073955487411702e-01,7.344993380884561329e-01,1.772379487341075865e+00
1.919354649349540587e-01,1.479431077162478569e+00,2.456213342110472597e-01,1.671366542097432628e+00
7.780214271347412058e-01,1.201840127525652502e+00,1.698732899071515590e-01,1.979861554660393708e+00
8.652904407577115542e-01,1.359672320706600379e+00,6.311665075533700042e-01,2.224962761464311711e+00
2.861817023774440027e-01,1.918850880741497233e+00,8.629208112655581964e-01,2.205032583118941236e+00
5.038018023480228536e-02,1.706938212719041337e+00,9.278775565517032309e-01,1.757318392953843622e+00
7.480524510744046562e-02,6.758010449566926869e-01,6.599272957246330451e-01,7.506062900641331526e-01
5.127730926753817364e-01,1.546431277935499171e+00,7.635508065091725083e-01,2.059204370610880908e+00
2.108174401415071619e-01,1.992319596078861776e+00,3.684409190075013107e-01,2.203137036220368827e+00
5.014800244674130214e-01,3.720983867151010926e-01,2.573836387571841744e-01,8.735784111825141141e-01
2.113073516869113933e-01,4.357331219110307519e-01,2.279125051700470195e-01,6.470404735979421451e-01
7.706608316445663354e-01,1.364644150507148490e+00,5.647543551006048990e-01,2.135304982151714714e+00
8.804495191155532474e-01,1.521041131184209361e+00,9.786925965120141235e-01,2.401490650299762386e+00
3.554707677506266927e-01,1.835942312869514703e+00,7.528816336447471391e-01,2.191413080620141507e+00
2.652246587347358853e-01,5.006008169177174061e-01,9.425957596726544097e-01,7.658254756524532914e-01
8.598515400113935225e-01,1.058806633512598960e+00,1.092013714692930959e-01,1.918658173523992483e+00
3.334921053748807207e-01,7.440841701717058054e-01,4.132571541470297927e-02,1.077576275546586526e+00
7.519134721039442137e-01,2.338099236203501352e-01,1.175533680109326351e-01,9.857233957242943490e-01
9.762704480997032030e-01,7.933141565840535758e-01,2.447661277363027965e-01,1.769584604683756890e+00
1.886483376318686123e-01,7.225958792708622180e-01,6.381025435219978004e-01,9.112442169027308303e-01
7.807297660866620026e-01,1.134870848622985262e+00,1.350484418205775139e-01,1.915600614709647154e+00
6.749221102374324266e-01,1.306284616533395448e+00,9.020401951423654419e-01,1.981206726770827764e+00
2.239278494158798427e-01,1.823561677523157121e+00,5.031287943168627486e-02,2.047489526939036963e+00
3.439963442056515053e-01,2.691102750615761430e-01,7.152101127964759497e-01,6.131066192672276483e-01
7.593157009588675788e-01,1.875807122941044680e+00,9.064138012277107581e-01,2.635122823899912259e+00
3.032658206475469242e-01,1.095384944770654956e+00,3.444019835683833630e-01,1.398650765418201880e+00
3.981805679053189717e-01,1.881730588232530144e+00,1.023567091715510413e-01,2.279911156137849115e+00
4.962991081780695479e-01,1.364715685943320267e+00,2.107328394840911612e-01,1.861014794121389926e+00
4.119651644740991436e-01,1.171916696134094771e+00,5.749338740529982283e-01,1.583881860608193914e+00
6.921933522962537833e-01,1.324030508986328014e+00,2.280801578676534547e-01,2.016223861282581797e+00
9.026927073751300767e-03,4.010034130457584833e-01,3.877375894996787364e-01,4.100303401195097841e-01
8.317139180053730874e-01,1.575912203698292879e+00,2.353438194613943768e-02,2.407626121703665856e+00
5.782621206912500478e-01,1.169038098513827784e+00,5.299045250457039558e-01,1.747300219205077720e+00
2.347131277179453912e-01,1.893712993899019370e+00,2.848210466393783502e-01,2.128426121616964650e+00
4.408515277145422795e-01,1.107997686909217405e+00,1.251103470395287243e-01,1.548849214623759796e+00
3.567497834595836359e-01,1.283128396471686639e+00,9.581680793029513366e-01,1.639878179931270274e+00
9.135024497032637747e-01,8.719778942935056953e-01,3.090058195920125650e-01,1.785480343996769470e+00
3.329573903390596890e-01,9.160761106611530202e-01,9.194777679055885500e-01,1.249033501000212709e+00
8.645520821968487590e-01,8.096594437913207098e-01,6.031357304558326859e-01,1.674211525988169580e+00
7.428966407304948838e-02,1.648606982717910618e-01,7.651100922300363427e-01,2.391503623448405502e-01
9.287975101590130178e-01,8.523399325757972100e-01,7.485108772935078481e-02,1.781137442734810339e+00
3.885358417054231017e-01,1.732272074480287527e+00,4.009516271934789877e-01,2.120807916185710518e+00
9.254228538699704742e-01,9.464096159596635527e-01,6.799145726830468917e-02,1.871832469829634027e+00
1.563789526452730172e-02,6.856432900978175482e-01,8.601285624213980130e-01,7.012811853623448499e-01
8.468796587781634022e-01,1.450750867094310781e+00,7.928231167335584306e-01,2.297630525872474294e+00
9.952620900865418729e-01,1.342014531860191706e+00,5.667207494242788579e-01,2.337276621946733357e+00
3.339222878709203757e-01,1.040719937028913078e+00,1.587103161572053223e-01,1.374642224899833565e+00
9.554152905890920255e-01,8.785039458000387658e-01,9.365816724509081759e-01,1.833919236389130791e+00
5.005227560687453003e-02,1.386084794145708621e+00,5.349360883358266205e-01,1.436137069752583262e+00
2.699720302138355343e-01,1.448032437746498813e+00,8.988493194899094263e-02,1.718004467960334347e+00
3.114949880895102607e-01,1.784043066402090094e-01,4.293436689363827607e-01,4.898992947297192702e-01
5.551607440189920695e-02,6.869095025150993017e-01,8.137897721489913971e-01,7.424255769169985086e-01
7.758832611918025091e-01,1.104609840906861873e+00,1.551578724299601530e-01,1.880493102098664382e+00
7.874475976158664681e-01,2.384383734822990153e-01,2.703640449272769475e-01,1.025885971098165594e+00
5.025284657800124233e-01,1.049417516914385340e+00,3.314010611786821769e-01,1.551945982694397763e+00
6.006728664719800381e-01,1.349185464440063598e-01,5.328430674912970622e-01,7.355914129159863979e-01
5.886553416055351207e-01,1.564797367283425888e+00,7.623994437828492954e-01,2.153452708888961009e+00
6.238071684251401683e-01,8.152981175741269571e-01,9.601113941455912126e-01,1.439105285999267014e+00
2.775006354599351965e-01,7.638967974971220265e-01,1.010831487304754139e-01,1.041397432957057223e+00
6.058563474565509255e-01,2.229305199361677481e-01,9.310196797024816728e-02,8.287868673927186736e-01
2.618992297575557515e-01,1.514100752151197105e+00,4.625899867682249367e-01,1.775999981908752856e+00
9.448207047486811838e-01,1.565751126111676328e-01,1.739074099263725470e-01,1.101395817359848817e+00
6.791340225306905509e-01,6.431464307988363771e-01,8.149284973831287804e-01,1.322280453329526928e+00
7.387819141183261662e-01,8.505268972459778531e-02,6.359006940107507777e-01,8.238346038429239515e-01
3.293919477364178894e-01,5.164813129018219762e-02,7.787598455565271083e-01,3.810400790266000870e-01
6.339527770177031396e-01,1.144900810196679553e+00,9.945715556771814736e-01,1.778853587214382692e+00
6.657404040135314061e-01,1.846783361107820820e+00,7.160160921775798881e-01,2.512523765121352337e+00
8.097030482222238312e-01,1.131729158396992396e-01,4.983759109252702268e-01,9.228759640619230709e-01
7.751188064330748473e-01,1.762254999330449490e+00,6.756409282118507331e-01,2.537373805763524448e+00
3.504715349694454973e-01,5.722859068653707304e-02,6.505856140734591619e-01,4.077001256559825704e-01
1.192103806278675959e-01,7.725038714954068908e-01,5.926576436559425343e-01,8.917142521232744867e-01
3.391095127770678008e-01,7.540160916090932197e-02,8.628221715892666621e-01,4.145111219379771228e-01
6.337937273310686459e-01,1.814882930130969907e-01,5.274776036977681937e-01,8.152820203441656366e-01
7.073696685208955559e-01,1.599948033301610950e+00,4.279692945548531080e-01,2.307317701822506617e+00
2.994758083533222148e-04,1.470795573260838873e+00,2.376869309508992112e-01,1.471095049069192306e+00
1.567589315100605951e-01,1.103305309880526552e+00,3.208459094531355138e-01,6.260064241390586481e+00
1.287534155957047455e-01,1.514583880235692570e+00,6.844276576502195120e-02,6.643337295831397427e+00
4.941173825748695903e-01,2.630107910565915308e-01,7.704795560085259121e-01,5.757128173631461010e+00
6.972102499055693459e-01,7.257943189986646448e-01,4.149819095066359376e-01,6.423004568904233658e+00
5.734370163746501659e-01,1.369185586488200324e+00,9.910121996101619590e-01,6.942622602862850378e+00
6.473956561362848028e-01,5.428126732108093933e-01,5.447702267957276190e-01,6.190208329347093752e+00
8.425990291313171232e-01,1.117720040533099146e+00,2.857623359811689578e-02,6.960319069664415714e+00
8.226876887696934482e-01,2.199558843534024088e-01,2.430171689418352265e-01,6.042643573123096523e+00
2.460792101237774254e-01,1.910925889766988739e+00,2.033490457242654870e-01,7.157005099890766608e+00
7.040554891100910817e-01,1.540855706136508019e+00,6.918160167127577198e-01,7.244911195246599434e+00
